FID,RowID_,stratum,lcode,sdate,utm_e,utm_n,snag,NEAR_FID,NEAR_DIST
1586,68303,BWC-S,F37A.RS,9/16/2008 0:00:00,742470,4307085,0,72,0.000000000000000
1587,68321,SCB,D5.RS,6/15/2003 0:00:00,816595,4118540,0,4131,173.033133717000000
1588,68322,SCB,D9.RS,8/23/2000 0:00:00,766650,4490150,1,12746,4.860247217930000
1589,68391,BWC-S,D28.RS,10/20/2017 0:00:00,750250,4467800,1,10690,81.629867788200002
1590,68444,MCB-U,D2.RS,9/21/2010 0:00:00,738150,4450700,1,11035,12.418512881400000
1591,68479,BWC-S,D26.RS,8/1/2014 0:00:00,783700,4500050,0,12780,0.000000000000000
1592,68480,SCB,D15.RS,7/26/2013 0:00:00,820245,4115140,1,1119,27.162627098200002
1593,68497,SCB,C43A.RS,8/20/2010 0:00:00,807545,4168090,1,1469,326.305977310999990
1594,68544,SCB,D22.RS,7/5/2000 0:00:00,716520,4308635,1,520,77.909848006000004
1595,68575,MCB-U,D3.RS,6/16/2011 0:00:00,814745,4150090,1,2018,32.140890009400003
1596,68578,MCB-U,D12.RS,10/25/1999 0:00:00,777650,4494300,0,11207,75.344947638400001
1597,68594,BWC-S,D19.RS,9/11/2002 0:00:00,733970,4310935,0,348,54.210515078999997
1598,68608,SCB,D12.RS,6/19/2002 0:00:00,715100,4430900,1,10886,109.703207267000000
1599,68610,BWC-S,D22.RS,9/26/2002 0:00:00,750900,4469350,0,12491,72.577762145700007
1600,68611,SCB,D11.RS,9/14/2001 0:00:00,749950,4467450,1,10081,52.144147385799997
1601,68691,MCB-U,D1.RS,10/21/2002 0:00:00,715870,4309735,0,533,66.882923524000006
1602,68731,BWC-S,D22.RS,6/17/2002 0:00:00,753450,4473550,0,10252,14.310010060800000
1603,68735,BWC-S,D20.RS,8/28/2015 0:00:00,742470,4306585,0,134,154.698551930000010
1604,68749,SCB,D9.RS,9/28/2017 0:00:00,807595,4167090,0,3580,166.192527208999990
1605,68772,SCB,I113.0T,10/18/1999 0:00:00,743494,4454903,1,11046,14.125612611799999
1606,68822,MCB-U,D18.RS,8/28/2001 0:00:00,711670,4304785,0,278,22.167223126700002
1607,68860,BWC-S,D15.RS,8/26/1996 0:00:00,727370,4313785,0,569,20.625887272400000
1608,68861,SCB,D10.RS,10/11/1994 0:00:00,733170,4312335,0,547,414.299997881000020
1609,68908,BWC-S,D1.RS,10/19/1999 0:00:00,757250,4476450,0,12223,33.820048711299997
1610,68938,SCB,D27.RS,10/21/1999 0:00:00,740600,4449900,1,11698,27.862086330400000
1611,68979,IMP-S,D22.RS,8/29/2003 0:00:00,746620,4305285,0,5891,272.731342099000020
1612,69013,MCB-U,D2.RS,6/26/2013 0:00:00,719770,4314035,1,568,0.000000000000000
1613,69070,IMP-S,D8.RS,9/6/2000 0:00:00,744770,4305785,0,961,24.794283895600000
1614,69101,BWC-S,F360A.RS,9/24/1998 0:00:00,721800,4438150,1,10034,78.214379313699993
1615,69122,SCB,D13.RS,9/10/2012 0:00:00,810595,4129040,0,2245,65.284858297000000
1616,69123,MCB-U,81510.1199,8/8/1997 0:00:00,815095,4119890,0,2216,23.959333597400001
1617,69255,SCB,D8.RS,9/25/2003 0:00:00,767700,4491100,1,10772,61.008300407400000
1618,69384,SCB,D9.RS,7/20/2000 0:00:00,743500,4455450,1,11052,24.623194696900001
1619,69421,MCB-U,D1.RS,10/12/2009 0:00:00,748200,4462800,1,11587,0.000000000000000
1620,69490,TRI,BM00.7S,8/11/2008 0:00:00,808309,4164557,1,2345,0.000000000000000
1621,69583,BWC-S,D27.RS,6/20/2014 0:00:00,751150,4469100,0,12491,357.446647267999990
1622,69589,SCB,D10.RS,10/7/2014 0:00:00,807545,4167340,1,2348,171.327868026000000
1623,69611,BWC-S,F25A.RS,7/13/2001 0:00:00,781300,4493150,0,11395,293.723165140999980
1624,69647,MCB-U,D5.RS,10/15/1993 0:00:00,722650,4441850,1,10547,41.465579871999999
1625,69667,MCB-U,D13.RS,10/24/1996 0:00:00,750700,4471400,NA,12500,9.272525415940001
1626,69678,BWC-S,D14.RS,7/1/1994 0:00:00,723450,4440300,1,12079,69.145011255900002
1627,69859,MCB-U,D5.RS,7/19/2002 0:00:00,740420,4309635,1,331,46.517642786499998
1628,70075,IMP-S,D24.RS,9/5/2007 0:00:00,744520,4305935,0,603,77.688957498299999
1629,70257,SCB,D14.RS,10/16/2017 0:00:00,704120,4310185,1,351,0.000000000000000
1630,70316,MCB-U,D1.RS,6/16/1995 0:00:00,701320,4314935,1,581,87.805871922300000
1631,70362,MCB-W,M232.7E,8/21/2013 0:00:00,706062,4307454,0,980,75.286035659800007
1632,70370,BWC-S,D22.RS,10/14/2003 0:00:00,712650,4429000,0,10457,51.993503675100001
1633,70371,SCB,81900.11665,7/26/1996 0:00:00,818995,4116640,0,1368,159.109597788999990
1634,70372,MCB-U,D3.RS,9/14/2001 0:00:00,749250,4465650,0,11076,23.552509429800001
1635,70577,BWC-S,F401A.RS,9/10/1998 0:00:00,719750,4433050,1,10468,382.671487318999990
1636,70727,BWC-S,D17.RS,8/3/2010 0:00:00,729870,4313035,1,559,2.185520642770000
1637,70737,TRI,HD00.9M,6/15/2004 0:00:00,808024,4127458,0,2235,35.484466631899998
1638,70738,SCB,D8.RS,9/11/2008 0:00:00,819045,4116640,0,1368,129.272706137000000
1639,70926,IMP-S,D24.RS,8/17/2006 0:00:00,746620,4305285,1,5891,272.731342099000020
1640,70986,SCB,I113.0T,8/6/2001 0:00:00,743494,4454903,1,11046,14.125612611799999
1641,71014,MCB-U,D5.RS,6/25/2004 0:00:00,745400,4459250,1,10233,4.150067920510000
1642,71018,BWC-S,F305A.RS,6/21/2012 0:00:00,723400,4439600,0,10041,28.992457282699998
1643,71026,BWC-S,F360A.RS,9/28/2010 0:00:00,745850,4458100,1,10667,314.981368019999990
1644,71177,MCB-U,D1.RS,10/17/2008 0:00:00,812345,4151640,0,4208,554.805785104000050
1645,71197,BWC-S,D33.RS,8/7/2015 0:00:00,733200,4445500,1,12433,20.567098993199998
1646,71219,BWC-S,F378A.RS,8/21/2008 0:00:00,712700,4428550,0,10457,61.963934326599997
1647,71315,IMP-S,D22.RS,10/9/2007 0:00:00,743770,4306335,0,70,452.794585206000020
1648,71418,SCB,I113.0Ta,9/19/2016 0:00:00,743494,4454903,1,11046,14.125612611799999
1649,71433,MCB-U,D3.RS,9/3/2002 0:00:00,731120,4312085,0,164,15.547959418700000
1650,71434,BWC-S,F167A.RS,9/8/2015 0:00:00,746750,4459200,0,12192,609.592298024000000
1651,71527,SCB,D9.RS,8/2/1999 0:00:00,729120,4313035,1,553,5.181709496630000
1652,71576,SCB,D8.RS,8/29/2008 0:00:00,762850,4483300,0,11138,19.531713294999999
1653,71616,MCB-U,M070.2A,9/3/2010 0:00:00,809550,4155709,1,2330,35.707353797099998
1654,71640,MCB-U,D11.RS,8/17/2015 0:00:00,719250,4436200,1,9924,26.248481143999999
1655,71672,BWC-S,E7A.RS,9/22/1999 0:00:00,735970,4312385,1,550,59.806789239200000
1656,71719,IMP-S,D24.RS,7/9/2014 0:00:00,745770,4305535,0,643,565.277907982999980
1657,71741,MCB-U,82100.1131,8/23/1995 0:00:00,820995,4113090,1,2186,57.571410760399999
1658,71799,BWC-S,D32.RS,9/30/2013 0:00:00,729550,4444249,1,10570,161.415028941000000
1659,71883,BWC-S,D36.RS,7/18/2013 0:00:00,720900,4437549,1,9809,54.719945283400001
1660,71915,IMP-S,D21.RS,10/1/2004 0:00:00,744070,4305885,1,603,248.881414791999990
1661,71958,MCB-U,D2.RS,10/21/1994 0:00:00,807645,4170390,0,9673,64.085599894400005
1662,71959,SCB,D9.RS,6/22/1995 0:00:00,737470,4312185,0,356,215.839241351999990
1663,72014,SCB,D18.RS,7/22/2014 0:00:00,742400,4452800,1,10640,13.429556576300000
1664,72048,SCB,D24.RS,8/20/2013 0:00:00,716950,4431549,1,10462,39.946187216600002
1665,72076,MCB-U,M070.2A,7/2/2012 0:00:00,809550,4155709,0,2330,35.707353797099998
1666,72088,BWC-S,D28.RS,9/11/2002 0:00:00,783400,4499850,0,12277,0.000000000000000
1667,72089,BWC-S,F306A.RS,8/5/2013 0:00:00,722900,4439099,0,12358,25.304886665700000
1668,72116,BWC-S,F381A.RS,9/26/2013 0:00:00,712700,4428500,0,10457,58.631353984699999
1669,72148,SCB,D11.RS,7/1/2002 0:00:00,713120,4304935,1,278,13.258262824799999
1670,72176,MCB-U,D3.RS,6/20/1996 0:00:00,719670,4314785,0,586,46.277629361199999
1671,72226,BWC-S,D33.RS,9/10/1998 0:00:00,728300,4445400,0,11944,31.346899523600001
1672,72227,BWC-S,F66A.RS,9/22/2017 0:00:00,759650,4482450,1,12245,141.367198731999990
1673,72333,BWC-S,D16.RS,9/27/1994 0:00:00,727070,4313885,0,569,0.000000000000000
1674,72394,MCB-U,D7.RS,9/16/2011 0:00:00,749300,4467050,0,11971,40.773825764400002
1675,72423,MCB-U,D4.RS,8/2/1994 0:00:00,750550,4468450,1,12486,37.503311016700003
1676,72452,MCB-U,D4.RS,7/2/2010 0:00:00,733100,4448450,1,10214,229.194008703000010
1677,72525,IMP-S,D23.RS,7/10/2009 0:00:00,744170,4306435,1,284,96.925902672899994
1678,72589,BWC-S,D16.RS,10/6/1994 0:00:00,724100,4440550,0,11772,53.025788933199998
1679,72590,BWC-S,D19.RS,7/22/1999 0:00:00,734520,4310785,0,348,7.705485593800000
1680,72591,BWC-S,D25.RS,6/17/2015 0:00:00,783600,4499750,0,12780,3.573566073750000
1681,72611,MCB-U,D3.RS,9/17/2015 0:00:00,728920,4314235,0,559,603.983504683999970
1682,72692,MCB-W,M057.1E,10/21/1999 0:00:00,815058,4138169,0,1983,64.820969909300004
1683,72716,BWC-S,D23.RS,6/18/2009 0:00:00,730900,4445100,0,12777,2.034932924770000
1684,72755,MCB-U,D3.RS,8/5/2011 0:00:00,809795,4155140,1,2330,59.379641787200001
1685,72761,BWC-S,D16.RS,10/30/2007 0:00:00,727370,4313635,0,569,6.315453469490000
1686,72762,SCB,C137A.RS,8/20/2003 0:00:00,822495,4106290,0,2138,75.500151292100000
1687,72871,MCB-U,D6.RS,6/24/2009 0:00:00,728870,4314285,0,559,658.744849523999960
1688,72893,SCB,82295.10525,10/11/1996 0:00:00,822864,4105441,1,2138,13.651567972400001
1689,72961,MCB-U,D5.RS,7/1/2016 0:00:00,745120,4307385,1,945,782.761242355000040
1690,73001,TRI,BM00.7S,9/5/1995 0:00:00,808267,4164557,1,2345,0.000000000000000
1691,73092,SCB,D36.RS,6/30/2008 0:00:00,715950,4431050,1,10457,25.547085224200000
1692,73119,SCB,D11.RS,6/23/2014 0:00:00,717720,4311285,1,544,28.742213241999998
1693,73163,MCB-W,M227.5W,10/12/1999 0:00:00,712905,4304950,1,278,51.508032677999999
1694,73210,BWC-S,D18.RS,9/18/1997 0:00:00,726770,4313935,0,569,0.000000000000000
1695,73211,MCB-U,D4.RS,7/20/2017 0:00:00,766500,4490400,1,11875,51.582850763899998
1696,73230,TRI,BM00.7S,7/11/2013 0:00:00,808309,4164557,0,2345,0.000000000000000
1697,73246,SCB,D9.RS,8/11/2006 0:00:00,718970,4314735,1,586,201.377417178000000
1698,73334,IMP-S,H22A.RS,9/12/2016 0:00:00,745320,4305685,0,961,400.885351996999990
1699,73353,SCB,D11.RS,10/26/2007 0:00:00,815745,4137040,0,1400,3.362384199960000
1700,73532,MCB-U,D4.RS,9/17/2008 0:00:00,725970,4315635,0,575,857.007955837000050
1701,73534,MCB-U,D9.RS,9/24/2014 0:00:00,740900,4455100,0,11705,39.910697400099998
1702,73551,SCB,D10.RS,8/28/2003 0:00:00,734270,4312635,1,551,186.894436361999990
1703,73567,MCB-U,D19.RS,6/27/1995 0:00:00,713600,4430550,1,12702,35.765966787600000
1704,73594,SCB,I113.0T,8/1/2002 0:00:00,743494,4454903,1,11046,14.125612611799999
1705,73662,MCB-U,D1.RS,6/15/2004 0:00:00,717620,4312685,1,560,57.274592859599998
1706,73670,SCB,D18.RS,7/16/2002 0:00:00,742150,4452700,0,11041,35.650017351599999
1707,73695,BWC-S,D18.RS,6/22/2000 0:00:00,727200,4445450,0,9840,20.471318495399998
1708,73723,BWC-S,D19.RS,8/22/1997 0:00:00,731120,4311785,0,353,0.000000000000000
1709,73724,BWC-S,F56A.RS,6/19/2003 0:00:00,756500,4475900,1,11129,15.658266862200000
1710,73752,SCB,D23.RS,7/28/1997 0:00:00,749600,4466850,0,12484,33.501389398100002
1711,73767,MCB-W,M225.1W,8/27/1997 0:00:00,715436,4308059,0,895,76.126327014400005
1712,73873,MCB-U,M070.2A,7/9/1997 0:00:00,809550,4155709,1,2330,35.707353797099998
1713,73885,SCB,D22.RS,7/28/1997 0:00:00,750000,4467450,1,10369,22.430114039399999
1714,73908,TRI,HD00.9M,8/19/2016 0:00:00,808024,4127458,1,2235,35.484466631899998
1715,73937,MCB-U,D11.RS,10/24/2011 0:00:00,720700,4438300,1,10933,59.115610702399998
1716,73976,SCB,D13.RS,7/20/2000 0:00:00,740950,4450100,1,10629,10.464179208799999
1717,74008,MCB-U,D6.RS,7/8/2011 0:00:00,809745,4128540,1,3564,132.694697154000010
1718,74018,MCB-U,D4.RS,8/12/2011 0:00:00,753200,4474200,0,11115,64.622123216099993
1719,74059,MCB-U,D10.RS,7/27/1995 0:00:00,759700,4479700,0,11717,18.433947473300002
1720,74071,IMP-S,D22.RS,9/22/1995 0:00:00,744270,4306435,1,284,0.000000000000000
1721,74183,SCB,80750.16825,9/19/1996 0:00:00,807495,4168240,1,1469,445.021193955999990
1722,74284,IMP-S,H9A.RS,7/21/2016 0:00:00,744370,4306335,1,284,31.542900794700000
1723,74337,MCB-U,D2.RS,8/12/2004 0:00:00,718270,4313685,1,376,36.129283125599997
1724,74358,SCB,D7.RS,7/25/2003 0:00:00,715600,4430950,1,10457,37.718812126400003
1725,74389,MCB-U,D10.RS,10/20/1999 0:00:00,726550,4445850,1,11011,22.523008156400000
1726,74406,SCB,D14.RS,10/2/1997 0:00:00,736270,4312635,1,550,30.300421914200001
1727,74430,MCB-U,D35.RS,7/6/2001 0:00:00,749900,4467650,0,12490,47.982062599999999
1728,74442,SCB,D29.RS,7/7/1998 0:00:00,741350,4451200,1,10636,21.727606469400001
1729,74500,MCB-U,D2.RS,6/19/2012 0:00:00,814895,4148590,0,2008,478.522888387000020
1730,74520,IMP-S,D24.RS,9/30/2005 0:00:00,744870,4305785,0,961,50.627019614300004
1731,74609,SCB,C139A.RS,10/2/2000 0:00:00,809045,4132340,0,1963,0.000000000000000
1732,74668,IMP-S,D24.RS,10/1/2007 0:00:00,743920,4306635,0,70,143.832730631999990
1733,74794,BWC-S,D30.RS,8/30/2017 0:00:00,729450,4444400,0,12428,122.100746384000000
1734,74800,SCB,D7.RS,9/4/2003 0:00:00,768550,4491700,0,11175,22.756588971900001
1735,74863,IMP-S,D22.RS,10/7/2003 0:00:00,744220,4306485,1,284,69.088949394799997
1736,74960,BWC-S,F372A.RS,9/4/2012 0:00:00,713300,4429650,1,12317,118.611156751000000
1737,74996,SCB,D16.RS,9/25/2014 0:00:00,820745,4113840,1,2190,42.589852544899998
1738,75019,MCB-U,D3.RS,6/27/1994 0:00:00,735970,4312185,1,550,1.526717587800000
1739,75041,BWC-S,D4.RS,10/21/1999 0:00:00,732900,4444950,0,12152,97.210363589300002
1740,75042,SCB,D10.RS,8/10/2009 0:00:00,767600,4491050,0,10772,60.422093118399999
1741,75122,BWC-S,F19A.RS,9/20/2012 0:00:00,734320,4310735,1,534,21.829714259799999
1742,75185,MCB-U,M070.2A,9/28/2012 0:00:00,809550,4155709,0,2330,35.707353797099998
1743,75229,TWZ,I80.0,9/12/1996 0:00:00,710889,4423794,0,10432,48.672626217400001
1744,75253,MCB-U,81225.1283,7/19/1996 0:00:00,812245,4128290,0,2242,514.352922006999960
1745,75254,BWC-S,D2.RS,10/19/1998 0:00:00,762050,4484500,0,9984,452.801425235000010
1746,75284,SCB,D9.RS,10/21/2005 0:00:00,701770,4310035,1,374,25.073510467199998
1747,75385,MCB-U,D2.RS,10/16/2009 0:00:00,724020,4316135,0,791,339.298279286000020
1748,75410,SCB,D14.RS,6/26/2017 0:00:00,704970,4307485,1,320,19.456753626000001
1749,75457,SCB,D26.RS,10/15/1997 0:00:00,741300,4451650,0,11040,21.463847717400000
1750,75622,BWC-S,D29.RS,6/18/2014 0:00:00,739350,4447950,0,10216,45.012450878599999
1751,75627,BWC-S,D15.RS,6/15/2012 0:00:00,721420,4314685,1,574,43.434610485599997
1752,75666,BWC-S,F40A.RS,10/28/2014 0:00:00,781300,4493100,0,11395,311.826326836000020
1753,75703,SCB,C15A.RS,7/2/2012 0:00:00,749950,4467450,0,10081,52.144147385799997
1754,75756,BWC-S,D15.RS,8/15/2006 0:00:00,761800,4479300,0,12026,114.326364652000000
1755,75776,SCB,C38A.RS,10/11/2013 0:00:00,809045,4131539,0,2252,48.304029893100001
1756,75789,BWC-S,F373A.RS,6/23/2003 0:00:00,722200,4438200,1,9813,54.072062538499999
1757,75844,SCB,C23A.RS,8/20/2012 0:00:00,749850,4467150,0,10081,31.524332651800002
1758,75939,TRI,HD00.9M,8/5/2008 0:00:00,808024,4127458,1,2235,35.484466631899998
1759,75976,BWC-S,F401A.RS,10/3/1997 0:00:00,719650,4433200,1,10468,238.450434736000010
1760,76056,BWC-S,D15.RS,10/7/2016 0:00:00,727470,4313785,0,569,0.000000000000000
1761,76084,SCB,D8.RS,6/22/2007 0:00:00,715500,4431050,0,10457,165.186136299000000
1762,76085,MCB-U,D15.RS,9/2/1999 0:00:00,780250,4494950,0,10126,62.896445544899997
1763,76266,SCB,C149A.RS,6/15/2000 0:00:00,808871,4131798,0,2252,21.277331361900000
1764,76355,BWC-S,D31.RS,6/16/2014 0:00:00,729050,4445700,1,11817,32.746115930999999
1765,76368,BWC-S,D34.RS,10/26/2011 0:00:00,731150,4443550,0,11929,39.460499938700003
1766,76369,SCB,D14.RS,10/23/2015 0:00:00,749200,4466000,0,11076,108.296019079000000
1767,76465,BWC-S,D13.RS,10/14/2003 0:00:00,736020,4310935,0,340,2.946343153600000
1768,76466,MCB-U,D6.RS,10/10/2013 0:00:00,815646,4120390,0,2217,20.473100008399999
1769,76506,MCB-W,M056.1W,10/17/1997 0:00:00,813491,4138402,0,1987,65.563649254799998
1770,76630,SCB,I113.0T,7/9/1999 0:00:00,743494,4454903,1,11046,14.125612611799999
1771,76667,SCB,D10.RS,10/24/2007 0:00:00,708120,4305585,1,283,99.213946203399999
1772,76691,SCB,D16.RS,8/12/2014 0:00:00,820645,4113440,0,2189,91.388536252099996
1773,76719,MCB-U,D5.RS,8/22/2017 0:00:00,763300,4484350,0,12744,35.383802559000003
1774,76757,MCB-U,D3.RS,6/25/2001 0:00:00,743820,4307335,0,70,342.690204521999990
1775,76789,SCB,D13.RS,7/14/2015 0:00:00,766650,4490200,0,11166,18.053161344799999
1776,76974,MCB-U,D2.RS,8/23/2005 0:00:00,811345,4136590,0,1974,47.006364471799998
1777,76975,MCB-W,M225.1W,7/11/2002 0:00:00,715436,4308059,0,895,76.126327014400005
1778,77003,MCB-U,D3.RS,7/14/2011 0:00:00,762700,4483450,0,12744,57.387874022600002
1779,77033,MCB-U,D12.RS,9/13/1999 0:00:00,718350,4432450,1,10319,149.565236523000010
1780,77147,SCB,D9.RS,7/10/2017 0:00:00,807545,4167640,1,2348,201.223380856000010
1781,77165,MCB-U,D8.RS,6/18/2007 0:00:00,746720,4306035,0,136,444.664184767999980
1782,77168,SCB,D10.RS,8/3/2000 0:00:00,743400,4455250,1,10648,0.000000000000000
1783,77233,MCB-U,D11.RS,9/21/1993 0:00:00,736420,4312735,0,550,178.520017795999990
1784,77367,SCB,D10.RS,10/24/2002 0:00:00,734670,4311885,1,547,91.558453895800000
1785,77373,BWC-S,F221A.RS,10/20/1998 0:00:00,746800,4459350,0,11580,502.232938999000000
1786,77444,MCB-U,D7.RS,10/7/2010 0:00:00,712500,4428750,1,10457,22.503866031499999
1787,77464,MCB-U,D6.RS,6/16/1997 0:00:00,769900,4492550,1,10408,45.445556305099998
1788,77495,MCB-U,D31.RS,6/26/2007 0:00:00,719200,4436700,0,10486,43.431964586200003
1789,77550,SCB,D12.RS,6/28/2007 0:00:00,749300,4466400,0,12484,17.450413209800001
1790,77596,MCB-U,D8.RS,7/8/2014 0:00:00,745350,4458300,0,10667,59.237943954599999
1791,77608,MCB-U,D3.RS,7/27/2001 0:00:00,813495,4125990,0,1536,83.865747582400004
1792,77768,BWC-S,D24.RS,6/15/2004 0:00:00,733350,4444650,0,12422,63.271349321300001
1793,77793,SCB,D10.RS,10/14/1994 0:00:00,739900,4449750,0,10220,14.505218816599999
1794,77833,MCB-U,D4.RS,9/5/2014 0:00:00,813545,4150490,0,4207,10.708076668700000
1795,77858,MCB-U,M053.0E,8/22/1997 0:00:00,809745,4135190,1,1769,73.508482291999997
1796,77901,TRI,BM00.7S,10/1/2012 0:00:00,808309,4164557,0,2345,0.000000000000000
1797,77902,MCB-U,D31.RS,8/16/2010 0:00:00,728350,4446450,1,10202,30.581212983699999
1798,77928,SCB,D21.RS,10/2/2017 0:00:00,738750,4449500,1,10218,2.238508967670000
1799,77982,MCB-U,D3.RS,9/19/2012 0:00:00,760200,4480000,0,12522,0.000000000000000
1800,77997,SCB,D14.RS,9/20/2012 0:00:00,743550,4455550,1,11052,34.791825050400000
1801,78037,BWC-S,D16.RS,6/18/2008 0:00:00,727700,4445500,1,11945,76.047380812900002
1802,78046,BWC-S,D12.RS,8/19/2009 0:00:00,737720,4309385,1,526,1.060699999330000
1803,78096,MCB-U,D3.RS,10/14/1993 0:00:00,731270,4312085,0,164,21.177673101000000
1804,78122,SCB,D14.RS,7/6/2009 0:00:00,741100,4450350,0,10629,5.137605289470000
1805,78175,SCB,D10.RS,9/9/2004 0:00:00,711420,4304235,1,278,132.869908092999990
1806,78205,BWC-S,F282A.RS,10/20/2004 0:00:00,759500,4481900,0,10383,72.582002083500001
1807,78252,SCB,D22.RS,7/14/1995 0:00:00,716450,4431250,1,10146,31.372034757500000
1808,78273,MCB-U,D6.RS,6/26/2012 0:00:00,814445,4120940,0,2218,104.774062378000000
1809,78278,IMP-S,D23.RS,8/12/1999 0:00:00,746620,4305285,1,5891,272.731342099000020
1810,78303,MCB-U,D6.RS,10/21/2005 0:00:00,706320,4306485,1,283,24.237699999499998
1811,78353,MCB-U,D2.RS,6/26/2017 0:00:00,780850,4494050,0,10809,14.382813517500001
1812,78386,MCB-U,D3.RS,10/13/2006 0:00:00,813895,4122340,0,2223,78.321390971499994
1813,78414,BWC-S,D19.RS,7/21/2014 0:00:00,739970,4309135,1,519,48.061593225499998
1814,78422,SCB,D11.RS,10/16/2013 0:00:00,810695,4129189,0,2247,227.838573771000000
1815,78446,BWC-S,D17.RS,8/31/1993 0:00:00,720050,4433900,1,10843,23.572644272800002
1816,78455,TWZ,I80.0,10/25/1996 0:00:00,710889,4423794,1,10432,48.672626217400001
1817,78522,BWC-S,D35.RS,7/27/2015 0:00:00,722150,4438150,0,9814,36.824230308700002
1818,78551,BWC-S,D16.RS,10/28/2011 0:00:00,736520,4310335,0,343,4.974025982710000
1819,78552,MCB-U,A10A.RS,9/9/2003 0:00:00,723520,4315535,1,472,263.283680369000020
1820,78582,SCB,D10.RS,8/10/2000 0:00:00,808895,4132190,0,1963,135.655988159999990
1821,78607,SCB,D17.RS,8/24/2012 0:00:00,743600,4455950,0,11052,22.928241336900001
1822,78628,IMP-S,D22.RS,6/27/1994 0:00:00,744070,4306085,0,603,308.581305368000020
1823,78659,MCB-U,A11A.RS,7/13/2015 0:00:00,757550,4477850,0,11129,166.585354510000000
1824,78727,MCB-U,D5.RS,8/26/2015 0:00:00,764000,4487300,1,11163,37.342658257200000
1825,78846,BWC-S,D29.RS,9/8/2015 0:00:00,739000,4447550,0,10625,15.524706325700000
1826,78847,MCB-U,D4.RS,7/16/2010 0:00:00,818945,4113840,1,1926,32.180200097399997
1827,78859,SCB,D12.RS,6/23/2009 0:00:00,742300,4452750,1,11041,40.133903538600002
1828,78893,SCB,D31.RS,10/3/1996 0:00:00,722550,4440600,NA,10543,0.316913439017000
1829,78900,IMP-S,H23A.RS,8/12/1999 0:00:00,743820,4306535,0,70,246.638637880999990
1830,78956,SCB,D12.RS,10/16/2001 0:00:00,717420,4310185,0,531,36.008659401700001
1831,79024,BWC-S,D13.RS,6/22/2010 0:00:00,740270,4309235,1,340,14.364920813700000
1832,79028,SCB,D20.RS,10/9/2012 0:00:00,716350,4431200,1,10146,36.960813705200003
1833,79059,IMP-S,D22.RS,9/21/2012 0:00:00,744520,4305935,0,603,77.688957498299999
1834,79108,MCB-U,D2.RS,8/21/2002 0:00:00,730220,4313585,1,559,563.997991467000020
1835,79161,SCB,D12.RS,6/30/2016 0:00:00,816595,4137340,1,1981,40.954406482600000
1836,79176,SCB,D13.RS,6/26/2017 0:00:00,703570,4308285,1,320,54.868524602800001
1837,79233,MCB-U,D6.RS,8/14/2015 0:00:00,744720,4307035,1,201,311.582501546000000
1838,79290,BWC-S,D10.RS,8/2/2010 0:00:00,740320,4309085,1,442,64.488749807100007
1839,79332,BWC-S,F185A.RS,8/7/2008 0:00:00,721800,4438100,0,10034,35.019009048199997
1840,79387,BWC-S,F19A.RS,9/23/2004 0:00:00,781950,4493900,0,10802,182.607739380000000
1841,79400,SCB,D6.RS,9/4/2005 0:00:00,817645,4142690,0,1802,40.099170287100002
1842,79401,SCB,D10.RS,6/18/1998 0:00:00,734620,4312535,1,551,306.289401053000010
1843,79437,SCB,D9.RS,9/25/2002 0:00:00,715200,4430950,1,10457,160.418150731999990
1844,79453,BWC-S,D27.RS,8/5/2015 0:00:00,760700,4478200,0,10087,60.570521433700002
1845,79495,BWC-S,D31.RS,10/20/1999 0:00:00,730600,4446450,0,12791,82.496245100600007
1846,79496,BWC-S,D10.RS,8/7/2001 0:00:00,726920,4313835,0,569,0.655249852473000
1847,79497,MCB-U,D5.RS,10/3/2001 0:00:00,726820,4314585,1,575,50.730317797200001
1848,79533,MCB-U,D5.RS,9/8/2014 0:00:00,736670,4310935,1,340,57.093369873199997
1849,79554,MCB-U,D15.RS,8/1/1996 0:00:00,712550,4428100,1,10432,32.144814419699998
1850,79555,BWC-S,F13A.RS,6/19/1997 0:00:00,727670,4313535,1,563,3.750000000000000
1851,79581,SCB,C29A.RS,7/30/2007 0:00:00,820195,4115190,0,1731,38.695995897700001
1852,79602,BWC-S,D26.RS,6/17/2004 0:00:00,783500,4499450,1,12780,12.497680469900001
1853,79614,BWC-S,F32A.RS,7/11/2012 0:00:00,740470,4309135,0,310,41.004130952200001
1854,79653,MCB-U,D2.RS,10/29/1993 0:00:00,815645,4148590,1,2306,26.009769465100000
1855,79708,BWC-S,D23.RS,8/22/2000 0:00:00,746350,4459750,1,10667,50.031749025300002
1856,79724,MCB-U,D2.RS,9/28/2015 0:00:00,778800,4494550,0,11207,30.852133877200000
1857,79753,SCB,D20.RS,10/19/2015 0:00:00,740000,4449850,1,11040,25.841780920900000
1858,79913,SCB,D23.RS,7/21/2016 0:00:00,715550,4430950,0,10457,54.263394896400001
1859,79938,MCB-U,B13A.RS,8/8/2013 0:00:00,812295,4137589,0,2269,31.663747628199999
1860,80020,IMP-S,H20A.RS,10/21/2016 0:00:00,744120,4306035,0,603,239.117917748999990
1861,80082,TRI,HD00.9M,9/10/2013 0:00:00,808024,4127457,1,2235,36.407637582299998
1862,80116,MCB-U,D15.RS,8/25/1995 0:00:00,718900,4433244,1,10894,23.739264819599999
