FID,Field1,stratum,lcode,sdate,utm_e,utm_n,snag,NEAR_FID,NEAR_DIST
279,9572,BWC-S,F11.RS,9/23/1998 0:00:00,643070,4841950,0,7845,93.432305180499995
280,9593,BWC-S,F9.RS,7/10/2000 0:00:00,737225,4660535,1,11130,51.091825528900003
281,9659,BWC-S,F7.RS,9/7/2011 0:00:00,642470,4841250,1,5201,0.000000000000000
282,9696,BWC-S,F3.RS,7/2/2012 0:00:00,637720,4855900,1,5964,0.000000000000000
283,9716,BWC-S,F6.RS,10/28/2014 0:00:00,732925,4662735,0,8668,64.352703482199999
284,9717,BWC-S,M537.9P,8/15/1989 0:00:00,734275,4665150,NA,13326,28.031086928800001
285,9775,IMP-S,F13.RS,10/9/1995 0:00:00,639620,4830300,1,6138,40.865459834900001
286,9794,BWC-S,F4.RS,8/26/1997 0:00:00,718675,4677235,0,9658,85.806633839699998
287,9867,MCB-W,M755.8E,6/18/1998 0:00:00,583300,4911850,0,297,160.396896249000010
288,9869,IMP-S,F14.RS,9/30/1998 0:00:00,641070,4834750,0,5445,93.574541252800003
289,9898,BWC-S,F7.RS,10/12/1998 0:00:00,734875,4660585,1,9822,9.277814626920000
290,9942,BWC-S,F8.RS,8/28/2000 0:00:00,730175,4669585,1,9548,18.713690297300001
291,9992,BWC-S,F5.RS,7/2/2001 0:00:00,735075,4660235,1,8804,0.000000000000000
292,10007,BWC-S,F10.RS,10/7/2004 0:00:00,727725,4670335,1,8709,0.000000000000000
293,10019,BWC-S,F10.RS,10/12/2006 0:00:00,732825,4663035,1,8669,21.672985797700001
294,10071,BWC-S,F28A.RS,9/25/2008 0:00:00,577795,4915845,1,1220,0.000000000000000
295,10106,SCB,D8.RS,6/23/2016 0:00:00,641470,4843600,1,5040,3.554246290580000
296,10183,IMP-S,H28A.RS,9/30/2016 0:00:00,733825,4644235,1,10812,44.407990266699997
297,10207,BWC-S,D14.RS,9/8/2009 0:00:00,537445,4936195,0,2621,2.791797824190000
298,10208,BWC-S,D13.RS,8/9/2005 0:00:00,642120,4844450,0,5052,0.000000000000000
299,10265,BWC-S,D18.RS,7/18/2000 0:00:00,584495,4911545,1,212,0.000000000000000
300,10279,BWC-S,F89A.RS,7/7/1999 0:00:00,583345,4909795,1,1557,11.576027764799999
301,10326,MCB-W,M759.9E,8/18/1997 0:00:00,577600,4914800,0,1200,80.918096257499997
302,10333,IMP-S,M679.5,8/7/1992 0:00:00,642668,4825899,1,6071,150.412120425000010
303,10349,BWC-S,F100A.RS,10/24/2016 0:00:00,583595,4909445,1,4002,8.735668386300000
304,10412,SCB,C3A.RS,7/7/2017 0:00:00,532045,4938995,1,1931,23.984577740100001
305,10417,BWC-S,D7.RS,10/30/2017 0:00:00,725125,4673435,1,11619,22.161866209199999
306,10425,SCB,D12.RS,7/7/2011 0:00:00,639420,4834950,0,6138,223.653032002999990
307,10439,BWC-S,D12.RS,8/6/2012 0:00:00,737775,4655735,0,9769,36.062389042900001
308,10440,SCB,D9.RS,10/27/1999 0:00:00,640970,4839550,1,7708,38.996986876000001
309,10447,SCB,D8.RS,7/11/2000 0:00:00,541045,4936195,1,2957,77.500112977100002
310,10474,MCB-W,M700.1C,9/6/2017 0:00:00,638083,4854761,1,5964,69.905446487299997
311,10512,MCB-W,M796.8M,10/17/2011 0:00:00,531608,4939614,0,1939,41.431761386600002
312,10548,MCB-U,D3.RS,9/8/2009 0:00:00,728075,4671585,1,13334,57.285578760900002
313,10582,SCB,D21.RS,9/13/2005 0:00:00,530545,4938795,0,1932,28.863979869200001
314,10583,BWC-S,F20A.RS,10/2/2012 0:00:00,541495,4934545,1,1445,36.394471264400003
315,10673,BWC-S,F75A.RS,9/9/2008 0:00:00,582045,4915345,0,1082,14.607233251000000
316,10699,MCB-U,D21.RS,8/12/2009 0:00:00,639920,4852900,0,5340,45.457042929499998
317,10730,BWC-S,M701.8C,10/23/1996 0:00:00,636936,4857532,1,5998,0.000000000000000
318,10799,BWC-S,D13.RS,8/17/2017 0:00:00,637770,4857500,0,5998,24.329643111799999
319,10872,MCB-U,D1.RS,8/6/2010 0:00:00,544545,4934495,1,2789,1.565334478930000
320,10891,SCB,D8.RS,7/22/1994 0:00:00,639970,4853900,1,5361,126.795477518000000
321,10948,SCB,C18A.RS,10/19/2017 0:00:00,641370,4846300,0,8072,59.987332791199997
322,11013,BWC-S,F8.RS,9/9/2013 0:00:00,639320,4842349,0,5025,58.433686634600001
323,11047,BWC-S,F5.RS,10/7/2013 0:00:00,641970,4847849,1,5831,11.562048975100000
324,11067,BWC-S,F9.RS,8/23/2016 0:00:00,733875,4663835,1,9886,10.820367560299999
325,11088,BWC-S,F9.RS,8/12/2002 0:00:00,732575,4668585,1,9922,25.692198162200000
326,11162,IMP-S,F12.RS,6/26/2007 0:00:00,736625,4651235,0,11199,48.409854001900001
327,11180,BWC-S,F10.RS,8/14/2008 0:00:00,732425,4662485,0,9892,38.431016818499998
328,11184,BWC-S,F10.RS,10/7/2008 0:00:00,733425,4661735,0,9087,7.370341950380000
329,11185,BWC-S,F78A.RS,6/21/2011 0:00:00,584345,4911795,1,1161,0.000000000000000
330,11206,BWC-S,F9.RS,9/5/2012 0:00:00,641020,4839750,0,4939,42.271290622400002
331,11242,BWC-S,M758.6P,9/21/1990 0:00:00,579920,4914930,NA,335,15.796572497200000
332,11277,BWC-S,F6.RS,6/16/1994 0:00:00,718825,4676885,1,9658,22.256680028700000
333,11295,IMP-S,F12.RS,7/2/1996 0:00:00,738475,4650085,1,9431,36.291023645099997
334,11323,BWC-S,M692.7R,10/13/1997 0:00:00,642904,4844961,1,5331,0.833787530085000
335,11410,BWC-S,F4.RS,7/6/1998 0:00:00,639170,4855150,1,5968,28.023574974700001
336,11478,BWC-S,F6.RS,7/13/2000 0:00:00,640920,4841250,0,4987,0.000000000000000
337,11505,IMP-S,F13.RS,8/26/2009 0:00:00,639470,4831850,0,4757,29.375267689200001
338,11514,BWC-S,F5.RS,10/7/2010 0:00:00,643520,4844650,0,5061,0.000000000000000
339,11554,BWC-S,F6.RS,9/22/2011 0:00:00,732775,4662935,0,8831,0.000000000000000
340,11555,BWC-S,F6.RS,9/26/2011 0:00:00,579845,4915295,0,3063,0.000000000000000
341,11574,BWC-S,F4.RS,9/27/2017 0:00:00,582595,4913995,1,940,12.558138562700000
342,11599,BWC-S,F2.RS,7/31/2000 0:00:00,544195,4933945,0,2946,38.477322856100002
343,11600,IMP-S,F15.RS,7/12/2004 0:00:00,639570,4829800,1,5444,18.357616118300001
344,11619,BWC-S,F1.RS,7/11/2007 0:00:00,733275,4665185,0,13324,0.000000000000000
345,11620,BWC-S,F5.RS,10/8/2007 0:00:00,581095,4911195,1,1145,8.432454264570000
346,11708,BWC-S,F27A.RS,9/29/2008 0:00:00,717625,4676985,1,9656,0.000000000000000
347,11729,BWC-S,F67A.RS,8/4/2009 0:00:00,578545,4916195,0,545,0.000000000000000
348,11746,BWC-S,M701.8H,7/16/1990 0:00:00,638944,4857032,NA,5981,53.398504985199999
349,11905,BWC-S,F5.RS,7/28/1993 0:00:00,733325,4663035,1,8673,0.000000000000000
350,11909,BWC-S,F5.RS,10/6/1994 0:00:00,732975,4666435,1,9532,32.668130593599997
351,11915,BWC-S,F4.RS,6/20/1996 0:00:00,733675,4663035,0,10826,8.545815429919999
352,11920,IMP-S,F12.RS,10/1/1996 0:00:00,735325,4648485,NA,9246,0.000000000000000
353,11937,BWC-S,F3.RS,9/23/1997 0:00:00,540645,4935445,0,3268,25.301648134800001
354,11961,BWC-S,F8.RS,8/2/2016 0:00:00,642770,4841600,0,4995,0.000000000000000
355,11962,BWC-S,F7.RS,8/2/2016 0:00:00,641970,4842000,0,5005,10.944015051399999
356,12017,BWC-S,F1.RS,10/6/2008 0:00:00,729225,4669335,1,13329,34.002809883499999
357,12049,BWC-S,F3.RS,6/24/2009 0:00:00,724775,4673685,1,12682,22.421587700800000
358,12065,IMP-S,F13.RS,6/15/2010 0:00:00,737275,4643385,0,8611,34.803077436999999
359,12071,BWC-S,F3.RS,9/16/2013 0:00:00,579945,4915195,0,339,0.000000000000000
360,12072,IMP-S,F13.RS,9/25/2014 0:00:00,643720,4839800,0,6139,25.066383997399999
361,12093,BWC-S,F2.RS,10/20/2014 0:00:00,639620,4849400,1,8178,45.537488610600001
362,12105,BWC-S,F9.RS,8/31/1998 0:00:00,734875,4660485,1,9822,29.183071891699999
363,12157,BWC-S,F10.RS,9/25/2000 0:00:00,640070,4838650,0,7697,31.646042630299998
364,12177,TWZ,M796.9N,7/29/2002 0:00:00,531144,4939869,1,1942,13.803007193799999
365,12235,IMP-S,F13.RS,8/31/2004 0:00:00,641470,4827700,0,6071,43.089969219499999
366,12238,BWC-S,F28A.RS,10/24/2006 0:00:00,642570,4846200,0,8083,10.426776931299999
367,12244,IMP-S,H11A.RS,9/16/2008 0:00:00,738325,4650285,1,9431,39.222588961699998
368,12288,SCB,D15.RS,9/18/2015 0:00:00,584895,4909245,1,4707,198.039930133000010
369,12338,MCB-W,M762.35W,10/25/2016 0:00:00,574569,4917326,0,1697,0.000000000000000
370,12339,MCB-U,D1.RS,10/20/2008 0:00:00,734375,4664185,1,13322,4.895661018990000
371,12481,BWC-S,D22.RS,8/21/1998 0:00:00,579395,4916595,0,558,0.000000000000000
372,12482,SCB,C11A.RS,9/28/1998 0:00:00,642770,4846050,1,5254,38.720060355800001
373,12558,SCB,D6.RS,7/27/1995 0:00:00,736275,4656585,1,11401,17.935794861600002
374,12582,BWC-S,D10.RS,7/6/2017 0:00:00,725775,4670035,0,11570,12.144850506099999
375,12583,BWC-S,F69A.RS,10/4/2011 0:00:00,580245,4911995,0,496,66.465996532700004
376,12650,MCB-W,M796.7M,8/16/1999 0:00:00,531610,4939625,0,1939,52.542051957300004
377,12678,BWC-S,D13.RS,8/9/2000 0:00:00,639220,4842700,0,6833,0.000000000000000
378,12679,BWC-S,D9.RS,8/21/2000 0:00:00,715275,4680185,0,12782,54.647472590500001
379,12733,MCB-U,D22.RS,10/9/2000 0:00:00,582595,4911445,1,649,60.442083187199998
380,12800,UXO,D7.RS,8/31/1995 0:00:00,716775,4679635,1,9286,21.764982969300000
381,12856,BWC-S,F93A.RS,10/13/1994 0:00:00,737525,4656035,0,13378,15.436721188500000
382,12882,SCB,D11.RS,6/21/2012 0:00:00,579345,4915595,0,4132,0.000000000000000
383,12911,MCB-U,D2.RS,7/16/2010 0:00:00,640320,4841850,1,7820,18.360695322900000
384,12956,IMP-S,D15.RS,10/2/2006 0:00:00,736975,4642435,0,13385,36.372726176900002
385,12957,BWC-S,D17.RS,7/21/2004 0:00:00,639520,4842700,0,4765,23.007598892899999
386,12971,IMP-S,D18.RS,7/5/2000 0:00:00,640920,4835550,1,5445,42.352875551200000
387,12999,IMP-S,D18.RS,8/24/2000 0:00:00,738375,4647635,1,13311,49.689802541699997
388,13078,BWC-O,D22.RS,10/16/1995 0:00:00,579145,4916995,0,565,2.549391346600000
389,13079,MCB-U,D1.RS,8/5/1994 0:00:00,716525,4677135,1,9659,50.165519240999998
390,13117,BWC-S,D17.RS,8/6/2013 0:00:00,643370,4842349,0,6820,42.685012245599999
391,13118,MCB-U,D2.RS,10/8/2004 0:00:00,579645,4913695,1,4078,43.890930464400000
392,13181,BWC-S,D15.RS,10/20/2004 0:00:00,578295,4916645,0,557,0.000000000000000
393,13182,SCB,C7A.RS,10/9/2003 0:00:00,642620,4844900,0,8004,17.554390888800000
394,13260,MCB-W,M702.2A,7/6/2004 0:00:00,636260,4857520,0,5354,0.000000000000000
395,13317,SCB,D7.RS,10/12/2000 0:00:00,734925,4656285,1,12864,12.242630585800001
396,13359,BWC-S,F77A.RS,10/24/2016 0:00:00,584195,4912095,1,498,25.874266759499999
397,13411,BWC-S,D9.RS,9/1/2009 0:00:00,643820,4844600,0,6485,36.226275583800003
398,13448,IMP-S,H6A.RS,8/20/2002 0:00:00,736625,4651135,1,11199,24.796261305700000
399,13491,MCB-W,M696.8,10/20/1992 0:00:00,639499,4850832,0,5896,60.373609393599999
400,13515,BWC-S,M753.5,8/14/1992 0:00:00,584461,4908766,0,466,335.475700951000020
401,13534,BWC-S,D12.RS,10/24/2014 0:00:00,732525,4662385,1,9866,34.367184178700001
402,13604,MCB-W,M760.5E,8/31/1994 0:00:00,576750,4915300,0,1634,78.226585744800005
403,13614,BWC-S,M551.6N,7/19/1990 0:00:00,718446,4677202,NA,13220,54.151188238499998
404,13643,BWC-S,F4.RS,9/20/1994 0:00:00,639620,4851450,0,5884,43.829120957900003
405,13645,BWC-S,F4.RS,6/26/1995 0:00:00,637570,4857750,0,5313,36.495595257300003
406,13646,BWC-S,F5.RS,6/19/1996 0:00:00,735075,4660135,0,8804,0.000000000000000
407,13715,BWC-S,F9.RS,6/30/1999 0:00:00,734725,4667835,1,13390,31.869462089300001
408,13735,BWC-S,F3.RS,7/6/2000 0:00:00,716775,4677835,1,13345,23.300978175400001
409,13751,BWC-S,F5.RS,8/1/2011 0:00:00,582695,4913695,1,219,38.202055926000000
410,13759,BWC-S,F10.RS,10/17/2012 0:00:00,641270,4841150,1,4985,8.723338598950001
411,13769,BWC-S,F64A.RS,10/29/2014 0:00:00,733625,4660135,0,13388,43.648297116499997
412,13774,MCB-U,D5.RS,9/30/2009 0:00:00,583545,4910295,1,910,115.551363640000010
413,13820,SCB,D21.RS,10/15/2002 0:00:00,641020,4842800,1,7865,50.943101897100000
414,13860,BWC-S,D16.RS,8/11/1994 0:00:00,638770,4857300,1,5987,52.292166512700000
415,13921,SCB,D7.RS,9/1/2006 0:00:00,639420,4851300,1,5896,75.063888907600003
416,13967,MCB-U,D3.RS,8/31/1999 0:00:00,736625,4652985,0,8761,4.085356427510000
417,13968,BWC-S,D7.RS,10/8/1999 0:00:00,717425,4676935,0,10099,30.043162956000000
418,13969,MCB-U,D3.RS,8/17/2001 0:00:00,575695,4915995,1,1244,25.559480303899999
419,13996,BWC-S,F45A.RS,10/16/1997 0:00:00,734975,4660735,1,10823,23.403933672200001
420,14087,BWC-S,M692.7S,7/26/1990 0:00:00,643263,4844980,NA,5069,10.920518066500000
421,14103,BWC-S,D19.RS,9/22/2011 0:00:00,639870,4837750,0,4924,0.000000000000000
422,14160,BWC-S,D15.RS,10/29/2002 0:00:00,580595,4916545,NA,555,0.000000000000000
423,14161,SCB,D10.RS,9/11/1995 0:00:00,639420,4850400,1,8187,42.903058727299999
424,14245,SCB,D8.RS,9/6/2006 0:00:00,537745,4936995,1,4653,26.885311062500001
425,14268,BWC-S,D11.RS,6/26/1998 0:00:00,727325,4670085,0,11562,36.056140574899999
426,14309,MCB-U,D3.RS,8/11/1993 0:00:00,724075,4673535,0,10062,34.088785084199998
427,14310,BWC-S,D18.RS,8/16/1993 0:00:00,640276,4835818,1,7656,0.000000000000000
428,14340,SCB,D7.RS,7/1/2010 0:00:00,574945,4916645,1,4185,38.152073700199999
429,14367,BWC-S,D11.RS,8/25/2006 0:00:00,735825,4653635,1,8640,48.016096671699998
430,14409,MCB-W,M796.7M,10/7/2009 0:00:00,531612,4939621,1,1939,49.341312998200003
431,14413,BWC-S,D21.RS,9/14/2006 0:00:00,578845,4917045,0,565,0.000000000000000
432,14414,MCB-W,M695.0M,7/27/1990 0:00:00,640968,4848322,0,5861,59.842607659300000
433,14449,BWC-S,D11.RS,9/13/2007 0:00:00,735275,4652585,0,11374,0.000000000000000
434,14450,MCB-W,M532.9E,9/13/2007 0:00:00,735361,4657185,0,11037,20.477297363600002
435,14475,SCB,D24.RS,10/16/2002 0:00:00,639420,4835000,1,6138,228.774484593000010
436,14511,SCB,D3.RS,9/13/2004 0:00:00,641770,4842750,0,5030,45.094998645700002
437,14564,BWC-S,M701.8C,10/9/1998 0:00:00,636936,4857532,1,5998,0.000000000000000
438,14584,BWC-S,D10.RS,7/20/1999 0:00:00,736425,4660635,0,9491,27.896969459699999
439,14642,BWC-S,D24.RS,7/18/2016 0:00:00,580495,4911745,0,489,27.729002928800000
440,14643,BWC-S,D14.RS,10/20/2010 0:00:00,642020,4845200,0,4804,16.387915762300000
441,14686,SCB,D3.RS,10/25/2010 0:00:00,640820,4844450,1,5539,54.536238035899999
442,14727,BWC-S,M701.8C,7/7/1994 0:00:00,636936,4857532,0,5998,0.000000000000000
443,14728,BWC-S,F8.RS,10/13/1997 0:00:00,643870,4845100,1,5238,0.000000000000000
444,14815,BWC-S,F3.RS,9/19/2005 0:00:00,584945,4909495,0,4707,7.798487077630000
445,14883,BWC-S,M536.8,8/10/1992 0:00:00,733450,4663472,1,11480,12.713691549400000
446,14946,IMP-S,F11.RS,6/16/2010 0:00:00,738175,4650685,1,9432,33.113839920099998
447,14981,BWC-S,F9.RS,9/21/2011 0:00:00,738075,4659935,0,13312,46.307698283699999
448,14982,MCB-W,M796.8M,7/18/1990 0:00:00,531445,4939670,NA,1939,20.105409224100001
449,15037,BWC-S,M551.3N,9/24/1991 0:00:00,719457,4676895,NA,12588,69.352251897800002
450,15094,TWZ,M796.9N,8/3/1998 0:00:00,531001,4939807,0,2207,26.398614001599999
451,15095,BWC-S,F4A.RS,9/22/1998 0:00:00,539145,4936695,0,1907,7.895249014420000
452,15156,BWC-S,F6.RS,8/16/2001 0:00:00,642370,4848000,0,5853,23.487357031399998
453,15157,BWC-S,F4.RS,7/1/2004 0:00:00,713725,4681635,1,12787,27.397536523100001
454,15217,UXO,F1.RS,9/20/2005 0:00:00,717675,4677585,1,9670,22.029904079100000
455,15417,BWC-S,F5.RS,7/6/2009 0:00:00,733875,4664835,1,13326,24.432513476299999
456,15487,BWC-S,F6.RS,8/18/2009 0:00:00,641020,4844700,0,5543,1.013320723310000
457,15488,BWC-S,F4.RS,10/4/2010 0:00:00,729025,4669385,0,13327,21.632289253900002
458,15508,BWC-S,F12.RS,7/24/2013 0:00:00,640820,4839599,0,4944,0.000000000000000
459,15547,IMP-S,H31A.RS,8/12/2013 0:00:00,733825,4645034,0,10708,8.070897114070000
460,15559,BWC-S,D13.RS,8/16/1993 0:00:00,641822,4840745,1,7760,0.000000000000000
461,15593,BWC-S,D10.RS,8/26/1994 0:00:00,733375,4668285,0,9919,85.832426830000003
462,15642,MCB-W,M796.7,8/13/1992 0:00:00,531439,4939687,0,1939,35.406434669399999
463,15694,IMP-S,D16.RS,7/7/2010 0:00:00,738625,4649485,0,9745,52.995899387000001
464,15705,BWC-S,D8.RS,10/19/2005 0:00:00,737925,4655935,0,8772,0.000000000000000
465,15723,BWC-S,D16.RS,8/29/2002 0:00:00,584195,4912145,1,498,0.000000000000000
466,15726,SCB,D18.RS,9/1/2004 0:00:00,735075,4656085,1,9770,31.271147834600001
467,15793,MCB-U,D19.RS,9/21/2000 0:00:00,640870,4848950,1,5860,41.960631940299997
468,15855,SCB,D8.RS,6/30/1994 0:00:00,585295,4908695,1,272,134.706235647999990
469,15893,MCB-U,D1.RS,8/21/1996 0:00:00,640020,4850950,0,5337,7.263072585500000
470,15904,BWC-S,D12.RS,8/9/1993 0:00:00,735225,4659435,0,8800,10.012424430099999
471,15914,BWC-S,M788.3G,8/13/1992 0:00:00,540524,4935330,0,3268,23.073918398699998
472,15941,SCB,D2.RS,10/27/2008 0:00:00,641170,4845800,0,8043,47.678881750800002
473,16054,SCB,C18A.RS,8/21/2013 0:00:00,735125,4659285,1,9816,4.160345735440000
474,16094,SCB,D15.RS,10/9/2013 0:00:00,584745,4909145,0,466,44.791165681300001
475,16176,MCB-U,D3.RS,8/29/1995 0:00:00,730925,4668685,1,9935,39.539631735400000
476,16196,IMP-S,D24.RS,6/15/1995 0:00:00,641020,4828150,1,6071,14.771644658500000
477,16215,MCB-U,M686.4J,7/25/1990 0:00:00,640488,4836170,NA,5470,49.685527961799998
478,16222,MCB-U,D1.RS,9/29/2004 0:00:00,636920,4857050,0,5978,55.768719953599998
479,16271,MCB-U,D2.RS,8/4/2006 0:00:00,728475,4671835,1,10004,47.760038531699998
480,16338,BWC-S,D20.RS,9/11/2008 0:00:00,639020,4842250,0,6145,12.168607228100001
481,16379,BWC-S,D13.RS,8/17/2007 0:00:00,579345,4913095,0,4060,8.278658010890000
482,16380,MCB-U,D3.RS,8/19/1999 0:00:00,540995,4934995,1,431,12.873561806800000
483,16419,BWC-S,D9.RS,10/4/2000 0:00:00,640470,4840050,1,7729,6.379094843140000
484,16466,BWC-S,D14.RS,8/14/1996 0:00:00,541545,4935295,NA,3272,37.192381509599997
485,16501,BWC-S,F41A.RS,8/15/2006 0:00:00,644120,4841150,0,6139,13.212016026000001
486,16512,MCB-U,D1.RS,10/27/1998 0:00:00,532945,4938845,1,2319,17.555008094600002
487,16652,BWC-S,D11.RS,9/17/2010 0:00:00,730025,4669685,1,13330,53.830467362299999
488,16695,BWC-S,M692.7,7/3/1992 0:00:00,642904,4844961,1,5331,0.833787530085000
489,16745,SCB,D6.RS,9/24/2010 0:00:00,640170,4849150,1,5626,96.973685733500005
490,16773,MCB-U,D7.RS,10/6/2011 0:00:00,578595,4914195,1,3862,16.097129609800000
491,16792,MCB-W,M701.4C,10/22/2001 0:00:00,637109,4856480,0,6127,47.487050752300000
492,16808,IMP-S,F13.RS,9/22/2014 0:00:00,735275,4648485,1,9246,14.826480192400000
493,16809,IMP-S,F14.RS,6/30/1998 0:00:00,733825,4646285,0,8991,51.411093360300001
494,16814,BWC-S,F2.RS,9/2/1999 0:00:00,642170,4840950,0,7773,6.954879886580000
495,16851,BWC-S,F9.RS,9/7/1999 0:00:00,640070,4838400,0,7693,0.000000000000000
496,16929,BWC-S,F12.RS,10/22/2002 0:00:00,639020,4850600,0,6656,26.310422908100001
497,16962,BWC-S,F3.RS,8/18/1999 0:00:00,638020,4857350,0,5987,54.976498549200002
498,16989,MCB-W,M759.0W,8/31/1999 0:00:00,578950,4914200,1,3862,71.888364770400003
499,17003,IMP-S,F14.RS,9/9/1999 0:00:00,641720,4833950,0,6451,0.433752226103000
500,17018,BWC-S,F2.RS,10/1/2001 0:00:00,715425,4680835,0,9700,40.407408535000002
501,17127,IMP-S,F14.RS,9/26/2000 0:00:00,733825,4646235,1,9736,34.601282248700002
502,17146,BWC-S,F1A.RS,8/22/2011 0:00:00,714525,4681335,1,13199,24.368331113100002
503,17187,IMP-S,F11.RS,6/18/2013 0:00:00,737025,4650934,1,9433,0.000000000000000
504,17188,BWC-S,F12.RS,8/17/2015 0:00:00,639820,4837600,0,7650,13.931826433099999
505,17204,BWC-S,F3A.RS,10/1/2015 0:00:00,637170,4857300,1,5985,35.455929192600003
506,17223,BWC-S,F67A.RS,7/7/2016 0:00:00,579145,4912745,1,3902,21.137361191800000
507,17263,MCB-W,M796.8M,8/21/1990 0:00:00,531445,4939670,NA,1939,20.105409224100001
508,17281,BWC-S,M536.9M,9/18/1989 0:00:00,733888,4663573,NA,9891,7.974255174200000
509,17300,BWC-S,F2.RS,8/1/1995 0:00:00,582495,4913945,1,2677,0.000000000000000
510,17301,TWZ,M796.9N,9/20/1995 0:00:00,531001,4939807,0,2207,26.398614001599999
511,17324,BWC-S,F6.RS,7/9/2001 0:00:00,640820,4840300,0,4957,0.000000000000000
512,17352,BWC-S,F94A.RS,10/9/2001 0:00:00,729975,4669535,1,11284,1.395303879450000
513,17425,BWC-S,M551.3M,9/20/1989 0:00:00,719234,4676806,NA,10095,164.565561007000010
514,17514,TWZ,M556.5E,10/19/1990 0:00:00,713140,4681476,NA,9367,30.254579075199999
515,17592,IMP-S,D24.RS,10/21/1996 0:00:00,641070,4834950,0,5445,71.348322778300002
516,17595,MCB-W,M697.0J,11/21/1989 0:00:00,639615,4851100,0,5883,47.042753793300001
517,17598,BWC-S,D18.RS,7/2/2013 0:00:00,642070,4845199,0,5074,5.450779201310000
518,17625,BWC-S,D14.RS,8/31/2015 0:00:00,638970,4857000,1,5981,31.465049886799999
519,17707,SCB,D10.RS,7/7/2017 0:00:00,640420,4840600,0,6585,0.000000000000000
520,17708,MCB-U,D2.RS,7/27/2009 0:00:00,544895,4934045,1,2888,14.600712210899999
521,17718,SCB,D6.RS,10/11/2002 0:00:00,544845,4934545,0,2896,14.758092166999999
522,17751,MCB-U,D2.RS,8/9/2000 0:00:00,639770,4841300,1,6698,52.100116557699998
523,17772,BWC-S,D7.RS,8/6/2001 0:00:00,718625,4676835,1,9658,12.483870899899999
524,17803,BWC-S,M692.7R,6/26/1991 0:00:00,642904,4844961,NA,5331,0.833787530085000
525,17833,BWC-S,D14.RS,8/9/2001 0:00:00,643920,4840600,0,6139,34.994056124799997
526,17834,SCB,D12.RS,9/25/1997 0:00:00,640520,4850000,1,5343,18.280274764400001
527,17871,MCB-U,D8.RS,8/19/1998 0:00:00,584095,4910795,1,280,75.132480075199993
528,17914,MCB-U,D4.RS,8/14/1995 0:00:00,640270,4843250,1,7895,60.374341691300003
529,17937,SCB,D10.RS,8/12/1993 0:00:00,575445,4915845,0,2764,28.122315368999999
530,17964,SCB,D8.RS,8/12/1994 0:00:00,638370,4855150,1,5964,51.757534035600003
531,18003,BWC-S,M758.3R,9/24/1990 0:00:00,580515,4914870,NA,333,76.838938994900005
532,18004,BWC-S,D12.RS,8/23/2010 0:00:00,643320,4846900,0,5817,20.728850274599999
533,18071,BWC-S,D11.RS,10/29/2012 0:00:00,730925,4667985,1,9537,62.548972851000002
534,18187,MCB-U,D4.RS,6/26/2014 0:00:00,736475,4653835,1,9452,50.834531338300003
535,18207,BWC-S,F13A.RS,10/27/2008 0:00:00,545295,4933295,1,254,2.954760635500000
536,18233,MCB-W,M690.7E,7/29/1994 0:00:00,640240,4842008,1,7820,182.463401436000000
537,18269,BWC-S,D7.RS,7/19/2013 0:00:00,714525,4681335,1,13199,24.368331113100002
538,18311,SCB,D9.RS,8/1/2017 0:00:00,640520,4841450,1,7805,11.599426595000001
539,18389,MCB-U,D1.RS,10/24/2012 0:00:00,636920,4857000,0,5978,25.552290548799999
540,18390,BWC-S,F69A.RS,6/18/2015 0:00:00,582545,4913495,1,511,0.000000000000000
541,18403,BWC-S,F21A.RS,8/2/2017 0:00:00,642470,4847550,0,5093,0.000000000000000
542,18495,BWC-S,D19.RS,9/18/2017 0:00:00,575395,4916045,1,4163,4.196822040900000
543,18530,IMP-S,F15.RS,6/30/2010 0:00:00,641120,4834750,0,5445,52.133479851399997
544,18538,IMP-S,F16.RS,7/16/2012 0:00:00,642520,4826750,0,6071,22.555667950699998
545,18548,BWC-S,F5.RS,6/29/2015 0:00:00,735075,4660285,1,8804,30.699912847899999
546,18552,BWC-S,F6.RS,8/2/2016 0:00:00,643870,4843950,0,5225,0.000000000000000
547,18576,TWZ,M796.9N,7/11/2017 0:00:00,531031,4939825,0,2207,30.745833457200000
548,18611,BWC-S,M551.6,7/1/1992 0:00:00,718745,4677264,0,9658,88.569975163199999
549,18659,IMP-S,F14.RS,8/14/2000 0:00:00,737225,4643285,0,8611,0.000000000000000
550,18696,IMP-S,F12.RS,7/12/2001 0:00:00,641120,4834900,0,5445,19.189284663500001
